keyword,rank,title,snippet,link,total_words,h1_num,h1_len,h2_num,h2_len,h3_num,h3_len,header_total,img_count,internalLinks,externalLinks,total_link,h1_kcount,h2_kcount,h3_kcount,p_kcount,a_kcount,footer_kcount,link_kcount,imalt_kcount,meta_desc_len,meta_kcount,ti_used
how to learn english effectively,8,"How to learn English effectively, improve your speaking, ...",Study English by Choosing Topics that Interest You ... One of the most important things to do is to learn English effectively by using topics that you like. This ...,http://learnenglish.vn/how-to-learn-english/learn-english-effectively/,739.0,1.0,5.0,7.0,6.14,2.0,6.5,10,4,10,111,121,"{'learn': 1, 'english': 1, 'effectively': 1}","{'learn': 3, 'english': 5, 'effectively': 1}","{'learn': 1, 'english': 1}","{'learn': 4, 'english': 13, 'effectively': 1}","{'learn': 14, 'english': 26}","{'learn': 1, 'english': 1}","{'learn': 2, 'english': 2, 'effectively': 1}","{'learn': 1, 'english': 1, 'effectively': 1}",9,"{'how': 1, 'learn': 1, 'effectively': 1, 'english': 1, 'to': 1}",1.0
how to learn english effectively,9,5 Ways to Learn English Fast and Effectively,"May 19, 2022 — 5 Ways to Learn English Fast and Effectively · Use language-learning technology · Enroll in an online course · Find a conversation partner.",https://www.grammarly.com/blog/how-to-learn-english/,910.0,1.0,8.0,5.0,4.0,0.0,,6,21,17,63,80,"{'learn': 1, 'english': 1, 'effectively': 1}",,,"{'learn': 7, 'english': 26, 'effectively': 1}",,,"{'learn': 1, 'english': 1}",,8,"{'learn': 1, 'english': 1, 'effectively': 1, 'to': 1}",1.0
how to learn english effectively,10,How to learn English effectively and fast?,"Nov 1, 2022 — Where Should I Start Learning English? · Set Clear Goals · Make a Plan · Study a Balance of the Four Essential Skills – Writing, Reading, Listening ...",https://livexp.com/blog/how-to-learn-english-effectively-and-fast/,1009.0,1.0,6.0,12.0,5.42,13.0,4.54,26,20,39,17,56,{'english': 1},"{'learn': 1, 'english': 1}","{'learn': 1, 'english': 3}","{'learn': 6, 'english': 15, 'effectively': 1}",{'english': 7},"{'learn': 1, 'english': 2}","{'learn': 1, 'english': 1, 'effectively': 1}","{'learn': 1, 'english': 2}",7,"{'how': 1, 'learn': 1, 'effectively': 1, 'english': 1, 'to': 1}",1.0
good university,1,Good Universities Guide: Find University and TAFE Courses,"Australia's Largest Course Comparison Website! Find Courses, Compare University Ratings, Explore Careers. Courses; Institutions; Careers; Ratings ...",https://www.gooduniversitiesguide.com.au/,943.0,1.0,5.0,2.0,6.0,3.0,3.67,6,18,89,31,120,,"{'university': 1, 'good': 1}",,{'university': 3},"{'university': 5, 'good': 4}",,,"{'university': 6, 'good': 1}",9,"{'university': 1, 'good': 1}",1.0
good university,2,The world's top 100 universities,,https://www.topuniversities.com/student-info/choosing-university/worlds-top-100-universities,1145.0,1.0,5.0,5.0,2.6,19.0,6.63,25,63,232,140,372,,,{'university': 5},{'university': 84},{'university': 102},{'university': 1},{'university': 1},{'university': 2},5,{},1.0
good university,3,The Good University,"It's no wonder that there is talk of 'universities in crisis.' But what should a good university look like? In this inspiring new work, Raewyn Connell asks us ...",https://publishing.monash.edu/product/the-good-university/,921.0,1.0,3.0,16.0,3.44,4.0,4.25,21,22,19,156,175,"{'university': 1, 'good': 1}",,,"{'university': 10, 'good': 4}",{'university': 8},,"{'university': 1, 'good': 1}","{'university': 7, 'good': 1}",0,,1.0
good university,4,Good University Guide 2023,,https://www.thetimes.co.uk/article/good-university-guide-in-full-tp6dzs7wn,291.0,1.0,4.0,1.0,2.0,3.0,6.0,5,4,64,61,125,"{'university': 1, 'good': 1}",,,{'university': 1},"{'university': 1, 'good': 1}",{'university': 1},"{'university': 1, 'good': 1}",,0,{},1.0
good university,5,Best university for me,"Find your best matching university in four steps! If you're wondering where to study, you could consult traditional university rankings in the hope they'll ...",https://www.umultirank.org/best-university-for-me/student/,760.0,1.0,8.0,1.0,7.0,8.0,2.75,10,10,123,21,144,{'university': 1},{'university': 1},{'university': 2},{'university': 8},"{'university': 22, 'good': 1}",{'university': 7},{'university': 1},{'university': 1},0,,1.0
good university,6,2023 Best Colleges in America,Results 1 - 25 of 2732 — 2023 Best Colleges in America · Massachusetts Institute of Technology · Massachusetts Institute of Technology · Stanford University · Stanford ...,https://www.niche.com/colleges/search/best-colleges/,6098.0,1.0,5.0,51.0,2.88,5.0,1.4,57,1,48,243,291,,{'university': 40},,"{'university': 14, 'good': 3}",{'university': 11},,,,5,{},1.0
good university,7,Good Universities: University Degree and Course Guide,"Good Universities course guide for Australia. See the best degrees by subject. With statistics and rankings, find the ideal course for you.",https://gooduniversities.com.au/,838.0,1.0,4.0,5.0,5.2,6.0,3.33,12,12,60,1,61,{'good': 1},{'university': 1},"{'university': 1, 'good': 1}","{'university': 3, 'good': 3}","{'university': 1, 'good': 1}","{'university': 1, 'good': 1}",,"{'university': 6, 'good': 4}",7,{'university': 2},1.0
good university,8,World University Rankings | Times Higher Education (THE),"The Times Higher Education World University Rankings, founded in 2004, is a vital resource that provides the definitive list of the world's best ...",https://www.timeshighereducation.com/world-university-rankings,1547.0,1.0,3.0,12.0,2.08,40.0,7.72,53,41,122,65,187,{'university': 1},{'university': 1},{'university': 23},"{'university': 26, 'good': 1}",{'university': 2},,{'university': 1},{'university': 4},3,{'university': 1},1.0
good university,9,What are good universities?,by R Connell · 2016 · Cited by 35 — What are good universities? Raewyn Connell. University of Sydney. This paper considers how we can arrive at a concept of the good ...,https://files.eric.ed.gov/fulltext/EJ1113441.pdf,2740.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,,,0,,0.0
good university,10,The Uni Guide: Find and Compare the Best University ...,Formerly part of the Which? University website. The Uni Guide is the free and independent way to search and compare UK degree courses and universities.,https://www.theuniguide.co.uk/,459.0,1.0,11.0,6.0,4.83,0.0,,7,19,101,10,111,,,,,{'university': 24},,,,0,,1.0
Education center,1,Education Center | LMS Online University & School ...,,https://themeforest.net/item/education-center-training-courses-wordpress-theme/10652918,2329.0,2.0,12.0,6.0,4.33,4.0,3.25,12,8,280,90,370,"{'education': 2, 'center': 2}","{'education': 3, 'center': 2}","{'education': 1, 'center': 1}","{'education': 2, 'center': 1}","{'education': 4, 'center': 1}",{'center': 1},"{'education': 1, 'center': 1}","{'education': 2, 'center': 1}",12,"{'education': 1, 'center': 1}",1.0
Education center,2,Educator Center Overview,"Dive deep into learning with interactive lessons, earn professional development hours, acquire certifications and find programs that help meet your goals.",https://learn.microsoft.com/en-us/training/educator-center/,624.0,1.0,2.0,7.0,4.14,0.0,,8,17,36,22,58,{'center': 1},,,{'education': 5},{'education': 7},,{'center': 1},,8,{'center': 2},1.0
Education center,3,CEC-Chuyen's Education Center | Hanoi,CEC-Chuyen's Education Center. 1.6K likes. 󱞋. 1.6K ...,https://www.facebook.com/ChuyenEducationCenter/,1.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,,,0,,1.0
Education center,4,education center or educational center?,"Their fantastic philanthropic investment made this possible, and this is really a nonprofit education center which is just about to open.",https://textranch.com/244410/education-center/or/educational-center/,1476.0,2.0,3.5,2.0,2.0,0.0,,4,63,42,34,76,"{'education': 1, 'center': 2}","{'education': 1, 'center': 2}",,"{'education': 1, 'center': 1}",{'center': 6},,"{'education': 1, 'center': 2}",,5,"{'education': 1, 'center': 2}",1.0
Education center,5,Special Em's Education Center,We work with parents and highly qualified and credentialed special rights experts to enhance the potential of each child through effective learning strategies.,https://specialems.edu.vn/en/,306.0,0.0,,0.0,,12.0,9.17,12,18,30,11,41,,,"{'education': 2, 'center': 1}","{'education': 4, 'center': 3}",{'education': 2},,,"{'education': 4, 'center': 3}",0,,1.0
Education center,6,ITEC: International Training & Education Center,"Get AUT bachelor degree. Studying fulltime 3,5 years at University of Science HCM. The only place is trainning about the IT SERVICE SCIENCE ... detail.",https://www.itec.hcmus.edu.vn/en/,122.0,0.0,,0.0,,0.0,,0,19,40,6,46,,,,,,,,,0,,1.0
Education center,7,International Education Center (IEC) - Hanoi University Of ...,International Education Center (IEC). IEC is charged with provide advanced training programs in cooperation with developed countries; offer training for ...,https://www.haui.edu.vn/en/html/khoa-dao-tao-htqt,490.0,1.0,4.0,2.0,3.0,2.0,1.5,5,16,116,6,122,"{'education': 1, 'center': 1}",,,{'center': 1},"{'education': 4, 'center': 16}",,,,11,"{'education': 1, 'center': 1}",1.0
Education center,8,Trường Anh Ngữ Philinter Education Center [Cập nhật],,https://hisa.edu.vn/philinter-education-center-philippines/,3960.0,1.0,8.0,9.0,5.89,20.0,8.0,30,48,16,179,195,"{'education': 1, 'center': 1}",,"{'education': 1, 'center': 1}","{'education': 2, 'center': 1}",,,"{'education': 1, 'center': 1}","{'education': 2, 'center': 2}",12,"{'education': 1, 'center': 1}",1.0
Education center,9,Special Em's Education Center,,https://globalembassy.edu.vn/special-ems/,492.0,1.0,4.0,0.0,,11.0,3.0,12,37,9,108,117,"{'education': 1, 'center': 1}",,{'education': 1},"{'education': 7, 'center': 3}",{'education': 5},{'education': 1},,"{'education': 3, 'center': 1}",0,,1.0
Education center,10,uec.edu.vn | Universal Education Center,,https://uec.edu.vn/en/,4923.0,3.0,1.0,30.0,2.77,8.0,4.38,41,57,66,46,112,,,,{'center': 1},,,,,0,,1.0
Technical schools near me,1,"Florida Technical College: Vocational, Technical & Trade School",Florida Technical College has been serving the needs of students for over 40 years. FTC is now an academic unit of NUC University.,https://www.ftccollege.edu/,816.0,0.0,,3.0,4.33,10.0,2.3,13,40,286,37,323,,{'schools': 1},,{'technical': 2},{'technical': 1},{'technical': 2},,{'technical': 4},9,{'technical': 2},1.0
Technical schools near me,2,Atlanta Technical College - Great Careers Begin Here!,"Atlanta Technical College, a unit of the Technical College System of Georgia, offers exciting program options to guide you to a rewarding career.",https://atlantatech.edu/,1031.0,0.0,,4.0,10.5,7.0,3.57,11,18,128,121,249,,{'technical': 2},{'technical': 1},{'technical': 3},{'technical': 14},,,{'technical': 1},8,{'technical': 1},1.0
Technical schools near me,3,Clover Park Technical College - Lakewood,Technical training from Clover Park Technical College prepares you for a rewarding career. Offering certificates and bachelor & associate degrees.,https://www.cptc.edu/,590.0,1.0,4.0,2.0,4.0,11.0,8.82,14,2,124,41,165,{'technical': 1},,,{'technical': 6},{'technical': 1},,,,0,,1.0
Technical schools near me,4,Midlands Technical College - Columbia,"Through both in person and online college courses, Midlands Technical College offers more than 150 programs.",https://www.midlandstech.edu/,1547.0,1.0,3.0,7.0,2.86,15.0,3.6,23,8,288,33,321,,{'technical': 1},,"{'schools': 2, 'technical': 5}",{'technical': 3},{'technical': 2},,,0,,1.0
Technical schools near me,5,Renton Technical College | Students Succeed at RTC,Renton Technical College prepares a diverse student body for high-wage careers.,https://rtc.edu/,17.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,,,0,,1.0
Technical schools near me,6,Georgia Piedmont Technical College – Georgia Piedmont ...,Find out which career pathways (more than 100 diploma and certificate programs!) are offered tuition-free* at GPTC through Georgia's HOPE Career Grant. Click ...,https://www.gptc.edu/,528.0,1.0,0.0,0.0,,10.0,8.1,11,8,105,9,114,,,,{'technical': 4},,{'technical': 2},,{'technical': 1},0,,1.0
Technical schools near me,7,Texas State Technical College: TSTC,TSTC | Texas State Technical College - We're the only technical college in Texas whose funding depends on whether our graduates get jobs.,https://www.tstc.edu/,1440.0,1.0,3.0,1.0,5.0,0.0,,2,22,302,53,355,,,,,,{'technical': 1},,,6,{'technical': 1},1.0
Technical schools near me,8,Orange Technical College: Home,"Make a remarkable career in technical field with Orange Technical College's technical courses, training programs & degrees. Campuses: Avalon Park, Downtown ...",https://www.orangetechcollege.net/,441.0,0.0,,1.0,5.0,6.0,1.0,7,7,181,38,219,,,,"{'schools': 1, 'technical': 2}",,,,{'technical': 1},1,{},1.0
Technical schools near me,9,Chattahoochee Technical College,"Over 50 Programs in Health, Technical, Business & Computers, Arts & Sciences, and Professional Services. Business & Professional.",https://www.chattahoocheetech.edu/,1046.0,0.0,,0.0,,11.0,5.82,11,22,206,50,256,,,,{'technical': 5},{'technical': 2},{'technical': 1},,,7,{'technical': 2},1.0
Technical schools near me,10,Madison College: Madison Area Technical College,"Madison College provides top, hands-on training in 150+ degree and certificate programs at 8 local campuses with online, accelerated and part-time options.",https://madisoncollege.edu/,1260.0,1.0,4.0,20.0,2.05,2.0,4.5,23,17,172,12,184,,,,{'schools': 1},{'schools': 2},{'schools': 1},,{'technical': 2},7,{'technical': 1},1.0
What should I major in?,1,What should I major in? Major Quiz from ...,What should I major in? Take the college major quiz from Loyola University Chicago and find your results to answer this question.,https://www.luc.edu/undergrad/academiclife/whatsmymajorquiz/,592.0,2.0,3.5,0.0,,1.0,5.0,3,4,61,89,150,{'major': 2},,{'major': 1},,{'major': 1},,,{'major': 6},12,"{'major': 2, 'should': 1, 'what': 1, 'i': 1}",1.0
What should I major in?,2,Quiz: What Should I Major In? - Colleges,"Choosing the right college major and career path can be overwhelming, but this quiz helps you choose the right fit for you based on how you're innately wired.",https://www.usnews.com/best-colleges/college-major-quiz,400.0,1.0,3.0,0.0,,0.0,,1,3,52,133,185,{'major': 1},,,{'major': 3},{'major': 1},,{'major': 1},,12,"{'what': 2, 'major': 2}",1.0
What should I major in?,3,What Should I Major In? College Major Quiz,"Wondering what you should major in? Take our free, interest-based college major quiz to discover which majors might be a good fit for you.",https://www.careergirls.org/get-ready/college-major-quiz/,528.0,1.0,3.0,1.0,7.0,0.0,,2,2,79,20,99,{'major': 1},{'major': 1},,{'major': 6},{'major': 3},,{'major': 1},{'major': 2},11,"{'major': 2, 'should': 1, 'what': 1, 'i': 1}",1.0
What should I major in?,4,Quiz: What Should I Major In?,"Jul 15, 2022 — Our quiz can help you decide which university major is right for you, based on your personality and preferences. We understand that picking a ...",https://www.educations.com/quizzes/what-should-i-major-in-22127,617.0,1.0,6.0,11.0,4.73,4.0,0.75,16,18,71,44,115,{'major': 1},,,{'major': 3},,,{'major': 1},,13,"{'should': 1, 'what': 1, 'major': 1}",1.0
What should I major in?,5,What should I major in? Career quizzes that help you find ...,"What should I major in? What career is right for me? Career quizzes show you college majors, career options, and programs that best fit you.",https://anderson.edu/start-quiz/,393.0,1.0,5.0,0.0,,0.0,,1,5,10,99,109,{'major': 1},,,,{'major': 1},,,,13,"{'major': 1, 'should': 1, 'what': 1, 'i': 1}",1.0
